,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
1600,,None,7,Calling something a joke doesn't promote debate or change in opinion. It would be better to link these scientific findings.,but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1601,,None,1,"""Real critical thinking means uncovering & questioning social, political & moral assumptions; applying & refining a personally developed worldview; & calling for action that advances a personally created agenda.  An approach that backs away from any of these 3 components lacks the critical spirit.""",but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1602,,None,1,"It is an extraordinary case if literally hundred thousand of scientist who ACTUALLY know what they are talking about agree over a wide spectrum of fields of studies and all over the world, not depending on culture or nationality. Cherry picking some people who disagree will not solve this.",however,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1603,,None,1,NASA is currently constructing new general circulation models which take into account electric charge change phenomena.  The researcher's name is Yue Deng and they are at the University of Texas.  This research raises questions about the claim that TSI fully captures the Sun's energy input.,however,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1604,,None,1,"There is not agreement between the satellite (18-year hiatus) and surface temperature data sets (warming), and the surface temperatures have been the subject of much debate because the coverage is bad, the temps are corrected, and the devices are oftentimes in urban areas.",but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1605,,None,1,"Incongruent dates for materials claimed to be hundreds of millions of years old are actually quite common.  Coal is perhaps the most significant example, and in the rush to explain those anomalous dates away, researchers point to how easy it is to contaminate the dates.",because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1606,,None,1,"""climate science has behaved like a monopoly..."" - sources needed.",but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1607,,None,1,"But, if it is not man-made, then that calls into question the IPCC's ability to make accurate projections with their models -- which are today being used to convince voters to legislate dramatic changes to our energy supply and economy.",but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1608,,None,1,"The climate is electrically driven and governed by electromagnetic forces, not tabletop gas kinetics and numerology.",because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1609,,None,1,"Most of the electromagnetic spectrum was unavailable to us up until the mid-1970's.  The term 'plasma' was coined right around the time that the Big Bang was hypothesized (in the early 30's), thus the Big Bang framework had a huge head start on the Plasma Universe idea (proposed in the 80's).",because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1610,,None,1,"The inventor of radiocarbon dating, Willard Libby, went to enormous lengths to convince the scientific community that his assumptions were correct.  In the process, his data mysteriously changes in the direction he needs it to, from 1949 to 1951.",because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1611,,None,1,The lesson of the story is that we should avoid simply assuming that scientists naturally adopt the consensus because each individual comes to that conclusion on their own.  We must consider as a possibility that the process for granting PhD's can actually produce the consensus.,because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1612,,None,1,"I am posting quotes which help to make my points.  In this particular instance, the point of these quotes is to show that climate scientists do not take into account that the climate system is completely immersed within a plasma, and this plasma can inject electric charge into the climate system.",however,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1613,,None,2,"Quote from the caltech link: ""On Earth sunlight drives our weather, but Neptune is so far away that it receives a thousand times less sunlight than Earth does. How Neptune gets the energy for such intense weather is still a mystery.""",however,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1614,,None,12,"The broad consensus is arrived at by principled, evidence-based study of the observed phenomena, and represents multiple lines of converging evidence from a wide and varied community of scientists. While consensus lends weight to the conclusions, each piece of work can stand alone and be verified.",because,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
1615,,None,1,"The models used to project that the planet is warming involve a number of questionable assumptions, simplifying mathematical approximations, questionable modeling shortcuts, persistent disagreement over fundamental processes, and base upon insufficient data to make a certain claim",but,There is no such thing as global warming. ,https://en.arguman.org/there-is-no-such-thing-as-global-warming
